year;month;area;uf;className;numPol
2015/2016;8.0;8.82;AC;CORTE_SELETIVO;3.0
2015/2016;8.0;9.71;AC;CS_DESORDENADO;1.0
2015/2016;8.0;4.11;AC;DEGRADACAO;18.0
2015/2016;8.0;25.12;AC;DESMATAMENTO_CR;261.0
2015/2016;8.0;1.81;AC;DESMATAMENTO_VEG;16.0
2015/2016;8.0;418.38;AM;CORTE_SELETIVO;51.0
2015/2016;8.0;24.85;AM;DEGRADACAO;67.0
2015/2016;8.0;73.61;AM;DESMATAMENTO_CR;488.0
2015/2016;8.0;3.28;AM;DESMATAMENTO_VEG;32.0
2015/2016;8.0;1.96;AM;MINERACAO;15.0
2015/2016;8.0;0.08;MA;CORTE_SELETIVO;1.0
2015/2016;8.0;7.55;MA;DEGRADACAO;12.0
2015/2016;8.0;5.34;MA;DESMATAMENTO_CR;29.0
2015/2016;8.0;0.59;MA;DESMATAMENTO_VEG;6.0
2015/2016;8.0;0.41;MT;CICATRIZ_DE_QUEIMADA;1.0
2015/2016;8.0;1555.66;MT;CORTE_SELETIVO;288.0
2015/2016;8.0;2765.14;MT;DEGRADACAO;964.0
2015/2016;8.0;133.48;MT;DESMATAMENTO_CR;574.0
2015/2016;8.0;7.73;MT;DESMATAMENTO_VEG;15.0
2015/2016;8.0;0.2;MT;MINERACAO;2.0
2015/2016;8.0;646.19;PA;CORTE_SELETIVO;142.0
2015/2016;8.0;300.08;PA;DEGRADACAO;412.0
2015/2016;8.0;206.37;PA;DESMATAMENTO_CR;1079.0
2015/2016;8.0;23.31;PA;DESMATAMENTO_VEG;127.0
2015/2016;8.0;11.86;PA;MINERACAO;101.0
2015/2016;8.0;220.82;RO;CORTE_SELETIVO;72.0
2015/2016;8.0;65.9;RO;DEGRADACAO;170.0
2015/2016;8.0;82.91;RO;DESMATAMENTO_CR;582.0
2015/2016;8.0;1.2;RO;DESMATAMENTO_VEG;10.0
2015/2016;8.0;0.11;RO;MINERACAO;1.0
2015/2016;8.0;20.66;RR;CORTE_SELETIVO;5.0
2015/2016;8.0;35.57;RR;DEGRADACAO;64.0
2015/2016;8.0;7.09;RR;DESMATAMENTO_CR;52.0
2015/2016;8.0;3.04;RR;DESMATAMENTO_VEG;20.0
2015/2016;8.0;5.15;TO;DEGRADACAO;3.0
2015/2016;8.0;2.62;TO;DESMATAMENTO_CR;12.0
2015/2016;8.0;0.41;TO;DESMATAMENTO_VEG;1.0
2015/2016;9.0;7.18;AC;CORTE_SELETIVO;4.0
2015/2016;9.0;13.24;AC;DEGRADACAO;45.0
2015/2016;9.0;22.31;AC;DESMATAMENTO_CR;227.0
2015/2016;9.0;0.07;AC;DESMATAMENTO_VEG;1.0
2015/2016;9.0;38.81;AM;CORTE_SELETIVO;35.0
2015/2016;9.0;31.35;AM;DEGRADACAO;109.0
2015/2016;9.0;64.87;AM;DESMATAMENTO_CR;441.0
2015/2016;9.0;0.82;AM;DESMATAMENTO_VEG;6.0
2015/2016;9.0;0.11;AM;MINERACAO;1.0
2015/2016;9.0;0.33;MA;CORTE_SELETIVO;2.0
2015/2016;9.0;39.86;MA;DEGRADACAO;34.0
2015/2016;9.0;3.84;MA;DESMATAMENTO_CR;22.0
2015/2016;9.0;888.09;MT;CORTE_SELETIVO;335.0
2015/2016;9.0;1813.83;MT;DEGRADACAO;1779.0
2015/2016;9.0;134.72;MT;DESMATAMENTO_CR;662.0
2015/2016;9.0;0.15;MT;DESMATAMENTO_VEG;1.0
2015/2016;9.0;0.27;MT;MINERACAO;3.0
2015/2016;9.0;0.11;PA;CICATRIZ_DE_QUEIMADA;1.0
2015/2016;9.0;90.97;PA;CORTE_SELETIVO;25.0
2015/2016;9.0;540.9;PA;DEGRADACAO;1227.0
2015/2016;9.0;167.63;PA;DESMATAMENTO_CR;970.0
2015/2016;9.0;1.68;PA;DESMATAMENTO_VEG;12.0
2015/2016;9.0;2.82;PA;MINERACAO;32.0
2015/2016;9.0;37.52;RO;CORTE_SELETIVO;37.0
2015/2016;9.0;87.72;RO;DEGRADACAO;181.0
2015/2016;9.0;77.39;RO;DESMATAMENTO_CR;499.0
2015/2016;9.0;2.02;RO;DESMATAMENTO_VEG;8.0
2015/2016;9.0;4.79;RR;CORTE_SELETIVO;2.0
2015/2016;9.0;159.85;RR;DEGRADACAO;186.0
2015/2016;9.0;12.07;RR;DESMATAMENTO_CR;99.0
2015/2016;9.0;2.44;RR;DESMATAMENTO_VEG;20.0
2015/2016;9.0;9.36;TO;CORTE_SELETIVO;1.0
2015/2016;9.0;141.29;TO;DEGRADACAO;7.0
2015/2016;9.0;3.98;TO;DESMATAMENTO_CR;10.0
2015/2016;10.0;4.38;AC;CORTE_SELETIVO;4.0
2015/2016;10.0;2.9;AC;DEGRADACAO;29.0
2015/2016;10.0;21.22;AC;DESMATAMENTO_CR;192.0
2015/2016;10.0;0.94;AC;DESMATAMENTO_VEG;9.0
2015/2016;10.0;154.28;AM;CORTE_SELETIVO;58.0
2015/2016;10.0;92.72;AM;DEGRADACAO;160.0
2015/2016;10.0;58.9;AM;DESMATAMENTO_CR;298.0
2015/2016;10.0;1.15;AM;DESMATAMENTO_VEG;6.0
2015/2016;10.0;47.3;MA;DEGRADACAO;72.0
2015/2016;10.0;1.75;MA;DESMATAMENTO_CR;8.0
2015/2016;10.0;429.51;MT;CORTE_SELETIVO;243.0
2015/2016;10.0;993.33;MT;DEGRADACAO;1265.0
2015/2016;10.0;141.85;MT;DESMATAMENTO_CR;641.0
2015/2016;10.0;0.44;MT;DESMATAMENTO_VEG;5.0
2015/2016;10.0;0.16;PA;CICATRIZ_DE_QUEIMADA;2.0
2015/2016;10.0;160.61;PA;CORTE_SELETIVO;76.0
2015/2016;10.0;426.04;PA;DEGRADACAO;920.0
2015/2016;10.0;144.36;PA;DESMATAMENTO_CR;833.0
2015/2016;10.0;0.55;PA;DESMATAMENTO_VEG;5.0
2015/2016;10.0;0.29;PA;MINERACAO;4.0
2015/2016;10.0;85.52;RO;CORTE_SELETIVO;74.0
2015/2016;10.0;221.67;RO;DEGRADACAO;353.0
2015/2016;10.0;155.65;RO;DESMATAMENTO_CR;820.0
2015/2016;10.0;1.1;RO;DESMATAMENTO_VEG;9.0
2015/2016;10.0;12.92;RR;CORTE_SELETIVO;22.0
2015/2016;10.0;27.27;RR;DEGRADACAO;53.0
2015/2016;10.0;7.84;RR;DESMATAMENTO_CR;54.0
2015/2016;10.0;0.31;RR;DESMATAMENTO_VEG;2.0
2015/2016;11.0;3.85;AC;CORTE_SELETIVO;2.0
2015/2016;11.0;1.96;AC;DEGRADACAO;11.0
2015/2016;11.0;11.52;AC;DESMATAMENTO_CR;108.0
2015/2016;11.0;1.96;AC;DESMATAMENTO_VEG;20.0
2015/2016;11.0;13.98;AM;CORTE_SELETIVO;5.0
2015/2016;11.0;21.69;AM;DEGRADACAO;63.0
2015/2016;11.0;40.73;AM;DESMATAMENTO_CR;185.0
2015/2016;11.0;0.46;AM;DESMATAMENTO_VEG;4.0
2015/2016;11.0;71.35;MA;DEGRADACAO;154.0
2015/2016;11.0;10.97;MA;DESMATAMENTO_CR;33.0
2015/2016;11.0;1.49;MA;DESMATAMENTO_VEG;5.0
2015/2016;11.0;0.07;MT;CICATRIZ_DE_QUEIMADA;1.0
2015/2016;11.0;37.56;MT;CORTE_SELETIVO;31.0
2015/2016;11.0;311.89;MT;DEGRADACAO;394.0
2015/2016;11.0;67.12;MT;DESMATAMENTO_CR;233.0
2015/2016;11.0;3.4;MT;DESMATAMENTO_VEG;13.0
2015/2016;11.0;72.75;PA;CORTE_SELETIVO;21.0
2015/2016;11.0;314.29;PA;DEGRADACAO;451.0
2015/2016;11.0;75.68;PA;DESMATAMENTO_CR;433.0
2015/2016;11.0;1.08;PA;DESMATAMENTO_VEG;5.0
2015/2016;11.0;0.35;PA;MINERACAO;5.0
2015/2016;11.0;52.15;RO;CORTE_SELETIVO;25.0
2015/2016;11.0;102.43;RO;DEGRADACAO;182.0
2015/2016;11.0;77.66;RO;DESMATAMENTO_CR;484.0
2015/2016;11.0;1.61;RO;DESMATAMENTO_VEG;13.0
2015/2016;11.0;5.46;RR;CORTE_SELETIVO;8.0
2015/2016;11.0;8.89;RR;DEGRADACAO;25.0
2015/2016;11.0;8.66;RR;DESMATAMENTO_CR;66.0
2015/2016;11.0;0.08;RR;DESMATAMENTO_VEG;1.0
2015/2016;12.0;0.9;AC;DEGRADACAO;7.0
2015/2016;12.0;6.12;AC;DESMATAMENTO_CR;59.0
2015/2016;12.0;2.01;AC;DESMATAMENTO_VEG;21.0
2015/2016;12.0;13.22;AM;DEGRADACAO;44.0
2015/2016;12.0;18.83;AM;DESMATAMENTO_CR;83.0
2015/2016;12.0;24.1;MA;DEGRADACAO;70.0
2015/2016;12.0;1.34;MA;DESMATAMENTO_CR;4.0
2015/2016;12.0;12.52;MT;CORTE_SELETIVO;24.0
2015/2016;12.0;240.86;MT;DEGRADACAO;409.0
2015/2016;12.0;72.99;MT;DESMATAMENTO_CR;219.0
2015/2016;12.0;14.68;MT;DESMATAMENTO_VEG;9.0
2015/2016;12.0;10.65;PA;CORTE_SELETIVO;11.0
2015/2016;12.0;599.79;PA;DEGRADACAO;543.0
2015/2016;12.0;133.25;PA;DESMATAMENTO_CR;647.0
2015/2016;12.0;2.67;PA;DESMATAMENTO_VEG;9.0
2015/2016;12.0;1.97;RO;DEGRADACAO;10.0
2015/2016;12.0;13.09;RO;DESMATAMENTO_CR;80.0
2015/2016;12.0;0.15;RO;DESMATAMENTO_VEG;1.0
2015/2016;12.0;0.39;RR;CORTE_SELETIVO;3.0
2015/2016;12.0;0.5;RR;DEGRADACAO;3.0
2015/2016;12.0;1.16;RR;DESMATAMENTO_CR;5.0
2015/2016;1.0;12.77;AC;DEGRADACAO;17.0
2015/2016;1.0;6.79;AC;DESMATAMENTO_CR;53.0
2015/2016;1.0;5.03;AC;DESMATAMENTO_VEG;51.0
2015/2016;1.0;0.11;AM;CICATRIZ_DE_QUEIMADA;1.0
2015/2016;1.0;0.67;AM;CS_GEOMETRICO;1.0
2015/2016;1.0;38.44;AM;DEGRADACAO;66.0
2015/2016;1.0;22.05;AM;DESMATAMENTO_CR;136.0
2015/2016;1.0;1.75;AM;DESMATAMENTO_VEG;18.0
2015/2016;1.0;0.22;AP;DEGRADACAO;2.0
2015/2016;1.0;14.39;MA;CICATRIZ_DE_QUEIMADA;21.0
2015/2016;1.0;38.1;MA;DEGRADACAO;26.0
2015/2016;1.0;1.32;MA;DESMATAMENTO_CR;6.0
2015/2016;1.0;3.06;MT;DEGRADACAO;14.0
2015/2016;1.0;9.53;MT;DESMATAMENTO_CR;40.0
2015/2016;1.0;0.18;MT;DESMATAMENTO_VEG;2.0
2015/2016;1.0;1527.48;PA;CICATRIZ_DE_QUEIMADA;155.0
2015/2016;1.0;352.22;PA;DEGRADACAO;514.0
2015/2016;1.0;95.27;PA;DESMATAMENTO_CR;644.0
2015/2016;1.0;1.01;RO;CICATRIZ_DE_QUEIMADA;1.0
2015/2016;1.0;0.16;RO;CS_GEOMETRICO;2.0
2015/2016;1.0;15.08;RO;DEGRADACAO;88.0
2015/2016;1.0;71.51;RO;DESMATAMENTO_CR;516.0
2015/2016;1.0;3.04;RO;DESMATAMENTO_VEG;22.0
2015/2016;1.0;9.12;RR;DEGRADACAO;28.0
2015/2016;1.0;10.82;RR;DESMATAMENTO_CR;77.0
2015/2016;1.0;0.12;RR;DESMATAMENTO_VEG;1.0
2015/2016;1.0;0.27;TO;DEGRADACAO;3.0
2015/2016;1.0;1.39;TO;DESMATAMENTO_CR;7.0
2015/2016;2.0;0.2;AC;DESMATAMENTO_CR;2.0
2015/2016;2.0;0.47;AC;DESMATAMENTO_VEG;5.0
2015/2016;2.0;0.08;AM;CS_GEOMETRICO;1.0
2015/2016;2.0;4.37;AM;DEGRADACAO;11.0
2015/2016;2.0;14.84;AM;DESMATAMENTO_CR;62.0
2015/2016;2.0;0.82;AM;DESMATAMENTO_VEG;5.0
2015/2016;2.0;18.51;MA;CICATRIZ_DE_QUEIMADA;34.0
2015/2016;2.0;4.77;MA;DEGRADACAO;8.0
2015/2016;2.0;4.21;MA;DESMATAMENTO_CR;12.0
2015/2016;2.0;94.02;MT;CICATRIZ_DE_QUEIMADA;86.0
2015/2016;2.0;5.24;MT;CS_GEOMETRICO;7.0
2015/2016;2.0;111.56;MT;DEGRADACAO;183.0
2015/2016;2.0;46.57;MT;DESMATAMENTO_CR;208.0
2015/2016;2.0;18.74;MT;DESMATAMENTO_VEG;16.0
2015/2016;2.0;3.27;PA;CICATRIZ_DE_QUEIMADA;2.0
2015/2016;2.0;47.13;PA;DEGRADACAO;57.0
2015/2016;2.0;7.66;PA;DESMATAMENTO_CR;41.0
2015/2016;2.0;5.49;PA;DESMATAMENTO_VEG;7.0
2015/2016;2.0;7.2;RO;DEGRADACAO;39.0
2015/2016;2.0;11.0;RO;DESMATAMENTO_CR;68.0
2015/2016;2.0;1.63;RO;DESMATAMENTO_VEG;7.0
2015/2016;2.0;9.18;TO;CICATRIZ_DE_QUEIMADA;3.0
2015/2016;2.0;107.58;TO;DEGRADACAO;33.0
2015/2016;2.0;3.35;TO;DESMATAMENTO_CR;16.0
2015/2016;3.0;0.12;AC;DEGRADACAO;1.0
2015/2016;3.0;0.12;AC;DESMATAMENTO_CR;1.0
2015/2016;3.0;31.29;AM;CICATRIZ_DE_QUEIMADA;24.0
2015/2016;3.0;2.01;AM;CS_DESORDENADO;1.0
2015/2016;3.0;91.07;AM;DEGRADACAO;125.0
2015/2016;3.0;26.69;AM;DESMATAMENTO_CR;147.0
2015/2016;3.0;0.46;AM;DESMATAMENTO_VEG;5.0
2015/2016;3.0;0.38;MA;DESMATAMENTO_CR;1.0
2015/2016;3.0;15.45;MT;CICATRIZ_DE_QUEIMADA;14.0
2015/2016;3.0;4.99;MT;CS_GEOMETRICO;3.0
2015/2016;3.0;119.39;MT;DEGRADACAO;182.0
2015/2016;3.0;114.6;MT;DESMATAMENTO_CR;422.0
2015/2016;3.0;13.25;MT;DESMATAMENTO_VEG;23.0
2015/2016;3.0;0.07;MT;MINERACAO;1.0
2015/2016;3.0;18.45;PA;DEGRADACAO;39.0
2015/2016;3.0;10.31;PA;DESMATAMENTO_CR;43.0
2015/2016;3.0;4.13;PA;DESMATAMENTO_VEG;8.0
2015/2016;3.0;1.81;PA;MINERACAO;16.0
2015/2016;3.0;0.07;RO;CICATRIZ_DE_QUEIMADA;1.0
2015/2016;3.0;60.44;RO;DEGRADACAO;111.0
2015/2016;3.0;43.84;RO;DESMATAMENTO_CR;239.0
2015/2016;3.0;1.95;RO;DESMATAMENTO_VEG;14.0
2015/2016;3.0;226.96;RR;CICATRIZ_DE_QUEIMADA;140.0
2015/2016;3.0;899.89;RR;DEGRADACAO;426.0
2015/2016;3.0;80.83;RR;DESMATAMENTO_CR;353.0
2015/2016;3.0;2.61;TO;DEGRADACAO;7.0
2015/2016;3.0;1.61;TO;DESMATAMENTO_CR;9.0
2015/2016;4.0;1.21;AC;DESMATAMENTO_CR;6.0
2015/2016;4.0;0.25;AC;DESMATAMENTO_VEG;3.0
2015/2016;4.0;0.94;AM;DEGRADACAO;6.0
2015/2016;4.0;59.54;AM;DESMATAMENTO_CR;131.0
2015/2016;4.0;1.57;AM;DESMATAMENTO_VEG;6.0
2015/2016;4.0;3.08;MA;CICATRIZ_DE_QUEIMADA;7.0
2015/2016;4.0;20.07;MA;DEGRADACAO;26.0
2015/2016;4.0;14.51;MA;DESMATAMENTO_CR;35.0
2015/2016;4.0;1.13;MT;CICATRIZ_DE_QUEIMADA;3.0
2015/2016;4.0;5.12;MT;CS_DESORDENADO;2.0
2015/2016;4.0;13.31;MT;CS_GEOMETRICO;6.0
2015/2016;4.0;52.21;MT;DEGRADACAO;79.0
2015/2016;4.0;116.07;MT;DESMATAMENTO_CR;344.0
2015/2016;4.0;13.63;MT;DESMATAMENTO_VEG;19.0
2015/2016;4.0;10.65;PA;CS_GEOMETRICO;1.0
2015/2016;4.0;58.2;PA;DEGRADACAO;61.0
2015/2016;4.0;90.44;PA;DESMATAMENTO_CR;154.0
2015/2016;4.0;35.38;PA;DESMATAMENTO_VEG;28.0
2015/2016;4.0;7.37;PA;MINERACAO;60.0
2015/2016;4.0;3.27;RO;CS_DESORDENADO;2.0
2015/2016;4.0;2.2;RO;CS_GEOMETRICO;1.0
2015/2016;4.0;11.03;RO;DEGRADACAO;30.0
2015/2016;4.0;66.95;RO;DESMATAMENTO_CR;279.0
2015/2016;4.0;5.72;RO;DESMATAMENTO_VEG;27.0
2015/2016;4.0;75.94;RR;DEGRADACAO;111.0
2015/2016;4.0;20.04;RR;DESMATAMENTO_CR;49.0
2015/2016;4.0;0.97;TO;DEGRADACAO;1.0
2015/2016;4.0;7.02;TO;DESMATAMENTO_CR;23.0
2015/2016;4.0;0.22;TO;DESMATAMENTO_VEG;2.0
2015/2016;5.0;0.36;AC;DEGRADACAO;4.0
2015/2016;5.0;0.34;AC;DESMATAMENTO_CR;3.0
2015/2016;5.0;0.57;AC;DESMATAMENTO_VEG;7.0
2015/2016;5.0;3.89;AM;CICATRIZ_DE_QUEIMADA;3.0
2015/2016;5.0;1.18;AM;CS_DESORDENADO;1.0
2015/2016;5.0;13.41;AM;DEGRADACAO;39.0
2015/2016;5.0;82.49;AM;DESMATAMENTO_CR;241.0
2015/2016;5.0;1.93;AM;DESMATAMENTO_VEG;15.0
2015/2016;5.0;0.57;MA;DEGRADACAO;1.0
2015/2016;5.0;6.75;MA;DESMATAMENTO_CR;17.0
2015/2016;5.0;0.87;MT;CICATRIZ_DE_QUEIMADA;1.0
2015/2016;5.0;2.65;MT;CS_DESORDENADO;1.0
2015/2016;5.0;11.79;MT;CS_GEOMETRICO;4.0
2015/2016;5.0;52.77;MT;DEGRADACAO;63.0
2015/2016;5.0;83.88;MT;DESMATAMENTO_CR;246.0
2015/2016;5.0;11.44;MT;DESMATAMENTO_VEG;20.0
2015/2016;5.0;0.4;MT;MINERACAO;2.0
2015/2016;5.0;50.19;PA;CICATRIZ_DE_QUEIMADA;32.0
2015/2016;5.0;1.23;PA;CS_DESORDENADO;1.0
2015/2016;5.0;1435.19;PA;DEGRADACAO;676.0
2015/2016;5.0;98.36;PA;DESMATAMENTO_CR;339.0
2015/2016;5.0;28.02;PA;DESMATAMENTO_VEG;83.0
2015/2016;5.0;3.61;PA;MINERACAO;31.0
2015/2016;5.0;0.24;RO;CS_GEOMETRICO;1.0
2015/2016;5.0;14.25;RO;DEGRADACAO;42.0
2015/2016;5.0;82.06;RO;DESMATAMENTO_CR;405.0
2015/2016;5.0;3.94;RO;DESMATAMENTO_VEG;23.0
2015/2016;5.0;0.1;RO;MINERACAO;1.0
2015/2016;5.0;0.62;RR;DEGRADACAO;1.0
2015/2016;5.0;0.95;RR;DESMATAMENTO_CR;1.0
2015/2016;5.0;0.24;TO;CICATRIZ_DE_QUEIMADA;1.0
2015/2016;5.0;0.73;TO;DEGRADACAO;3.0
2015/2016;5.0;3.26;TO;DESMATAMENTO_CR;8.0
2015/2016;6.0;2.13;AC;DEGRADACAO;11.0
2015/2016;6.0;8.25;AC;DESMATAMENTO_CR;52.0
2015/2016;6.0;0.33;AC;DESMATAMENTO_VEG;3.0
2015/2016;6.0;9.86;AM;CICATRIZ_DE_QUEIMADA;9.0
2015/2016;6.0;6.23;AM;CS_DESORDENADO;2.0
2015/2016;6.0;185.21;AM;DEGRADACAO;198.0
2015/2016;6.0;228.56;AM;DESMATAMENTO_CR;667.0
2015/2016;6.0;4.84;AM;DESMATAMENTO_VEG;34.0
2015/2016;6.0;0.16;AM;MINERACAO;2.0
2015/2016;6.0;0.23;MA;DEGRADACAO;2.0
2015/2016;6.0;1.04;MA;DESMATAMENTO_CR;3.0
2015/2016;6.0;5.58;MT;CICATRIZ_DE_QUEIMADA;3.0
2015/2016;6.0;30.02;MT;CS_DESORDENADO;9.0
2015/2016;6.0;63.65;MT;CS_GEOMETRICO;26.0
2015/2016;6.0;89.78;MT;DEGRADACAO;134.0
2015/2016;6.0;166.91;MT;DESMATAMENTO_CR;502.0
2015/2016;6.0;5.4;MT;DESMATAMENTO_VEG;28.0
2015/2016;6.0;0.96;MT;MINERACAO;8.0
2015/2016;6.0;133.89;PA;CICATRIZ_DE_QUEIMADA;87.0
2015/2016;6.0;1.82;PA;CS_DESORDENADO;1.0
2015/2016;6.0;39.76;PA;CS_GEOMETRICO;7.0
2015/2016;6.0;5103.76;PA;DEGRADACAO;1102.0
2015/2016;6.0;240.09;PA;DESMATAMENTO_CR;750.0
2015/2016;6.0;132.51;PA;DESMATAMENTO_VEG;356.0
2015/2016;6.0;10.87;PA;MINERACAO;92.0
2015/2016;6.0;0.4;RO;CICATRIZ_DE_QUEIMADA;1.0
2015/2016;6.0;1.7;RO;CS_GEOMETRICO;1.0
2015/2016;6.0;19.56;RO;DEGRADACAO;91.0
2015/2016;6.0;126.16;RO;DESMATAMENTO_CR;587.0
2015/2016;6.0;4.79;RO;DESMATAMENTO_VEG;27.0
2015/2016;6.0;0.15;RO;MINERACAO;2.0
2015/2016;6.0;27.97;RR;CICATRIZ_DE_QUEIMADA;28.0
2015/2016;6.0;2.71;RR;CS_DESORDENADO;1.0
2015/2016;6.0;117.12;RR;DEGRADACAO;72.0
2015/2016;6.0;4.21;RR;DESMATAMENTO_CR;29.0
2015/2016;6.0;0.12;RR;DESMATAMENTO_VEG;1.0
2015/2016;6.0;0.15;TO;CICATRIZ_DE_QUEIMADA;1.0
2015/2016;6.0;10.51;TO;DEGRADACAO;9.0
2015/2016;6.0;5.71;TO;DESMATAMENTO_CR;21.0
2015/2016;6.0;10.07;TO;DESMATAMENTO_VEG;1.0
2015/2016;7.0;20.65;AC;CS_DESORDENADO;5.0
2015/2016;7.0;2.01;AC;DEGRADACAO;13.0
2015/2016;7.0;27.12;AC;DESMATAMENTO_CR;223.0
2015/2016;7.0;3.13;AM;CICATRIZ_DE_QUEIMADA;4.0
2015/2016;7.0;39.66;AM;CS_DESORDENADO;9.0
2015/2016;7.0;12.05;AM;CS_GEOMETRICO;3.0
2015/2016;7.0;39.3;AM;DEGRADACAO;95.0
2015/2016;7.0;216.33;AM;DESMATAMENTO_CR;748.0
2015/2016;7.0;1.21;AM;DESMATAMENTO_VEG;8.0
2015/2016;7.0;273.69;MA;CICATRIZ_DE_QUEIMADA;85.0
2015/2016;7.0;643.82;MA;DEGRADACAO;75.0
2015/2016;7.0;26.82;MA;DESMATAMENTO_CR;101.0
2015/2016;7.0;2.83;MA;DESMATAMENTO_VEG;10.0
2015/2016;7.0;9.11;MT;CICATRIZ_DE_QUEIMADA;9.0
2015/2016;7.0;16.43;MT;CS_DESORDENADO;7.0
2015/2016;7.0;15.85;MT;CS_GEOMETRICO;7.0
2015/2016;7.0;73.27;MT;DEGRADACAO;87.0
2015/2016;7.0;105.94;MT;DESMATAMENTO_CR;380.0
2015/2016;7.0;0.59;MT;DESMATAMENTO_VEG;5.0
2015/2016;7.0;37.62;PA;CICATRIZ_DE_QUEIMADA;7.0
2015/2016;7.0;7.73;PA;CS_DESORDENADO;3.0
2015/2016;7.0;4.83;PA;CS_GEOMETRICO;1.0
2015/2016;7.0;1258.23;PA;DEGRADACAO;744.0
2015/2016;7.0;142.47;PA;DESMATAMENTO_CR;555.0
2015/2016;7.0;9.89;PA;DESMATAMENTO_VEG;59.0
2015/2016;7.0;5.25;PA;MINERACAO;41.0
2015/2016;7.0;0.2;RO;CICATRIZ_DE_QUEIMADA;1.0
2015/2016;7.0;34.8;RO;CS_DESORDENADO;10.0
2015/2016;7.0;10.1;RO;CS_GEOMETRICO;2.0
2015/2016;7.0;25.41;RO;DEGRADACAO;67.0
2015/2016;7.0;190.79;RO;DESMATAMENTO_CR;791.0
2015/2016;7.0;1.06;RO;DESMATAMENTO_VEG;5.0
2015/2016;7.0;0.08;RO;MINERACAO;1.0
2015/2016;7.0;62.57;RR;DEGRADACAO;23.0
2015/2016;7.0;3.9;RR;DESMATAMENTO_CR;12.0
2015/2016;7.0;23.14;TO;CICATRIZ_DE_QUEIMADA;6.0
2015/2016;7.0;7.68;TO;CS_DESORDENADO;1.0
2015/2016;7.0;2.08;TO;DEGRADACAO;3.0
2015/2016;7.0;5.18;TO;DESMATAMENTO_CR;20.0
2016/2017;8.0;1.68;AC;CICATRIZ_DE_QUEIMADA;3.0
2016/2017;8.0;23.84;AC;CS_DESORDENADO;9.0
2016/2017;8.0;20.59;AC;DEGRADACAO;33.0
2016/2017;8.0;28.31;AC;DESMATAMENTO_CR;227.0
2016/2017;8.0;0.09;AC;DESMATAMENTO_VEG;1.0
2016/2017;8.0;586.56;AM;CICATRIZ_DE_QUEIMADA;164.0
2016/2017;8.0;49.33;AM;CS_DESORDENADO;16.0
2016/2017;8.0;2.8;AM;CS_GEOMETRICO;3.0
2016/2017;8.0;74.48;AM;DEGRADACAO;117.0
2016/2017;8.0;155.12;AM;DESMATAMENTO_CR;713.0
2016/2017;8.0;0.72;AM;DESMATAMENTO_VEG;5.0
2016/2017;8.0;0.11;AM;MINERACAO;1.0
2016/2017;8.0;38.86;AP;CICATRIZ_DE_QUEIMADA;12.0
2016/2017;8.0;20.97;AP;DEGRADACAO;31.0
2016/2017;8.0;2.51;AP;DESMATAMENTO_CR;7.0
2016/2017;8.0;0.1;AP;DESMATAMENTO_VEG;1.0
2016/2017;8.0;1094.41;MA;CICATRIZ_DE_QUEIMADA;84.0
2016/2017;8.0;9.32;MA;DEGRADACAO;7.0
2016/2017;8.0;8.89;MA;DESMATAMENTO_CR;12.0
2016/2017;8.0;1515.94;MT;CICATRIZ_DE_QUEIMADA;278.0
2016/2017;8.0;82.67;MT;CS_DESORDENADO;28.0
2016/2017;8.0;53.69;MT;CS_GEOMETRICO;17.0
2016/2017;8.0;199.77;MT;DEGRADACAO;181.0
2016/2017;8.0;164.48;MT;DESMATAMENTO_CR;619.0
2016/2017;8.0;0.14;MT;DESMATAMENTO_VEG;1.0
2016/2017;8.0;0.66;MT;MINERACAO;3.0
2016/2017;8.0;3282.34;PA;CICATRIZ_DE_QUEIMADA;940.0
2016/2017;8.0;114.83;PA;CS_DESORDENADO;24.0
2016/2017;8.0;126.8;PA;CS_GEOMETRICO;19.0
2016/2017;8.0;1184.59;PA;DEGRADACAO;881.0
2016/2017;8.0;449.6;PA;DESMATAMENTO_CR;1984.0
2016/2017;8.0;11.15;PA;DESMATAMENTO_VEG;56.0
2016/2017;8.0;1.51;PA;MINERACAO;12.0
2016/2017;8.0;28.09;RO;CICATRIZ_DE_QUEIMADA;43.0
2016/2017;8.0;50.35;RO;CS_DESORDENADO;19.0
2016/2017;8.0;35.21;RO;CS_GEOMETRICO;10.0
2016/2017;8.0;27.33;RO;DEGRADACAO;99.0
2016/2017;8.0;181.24;RO;DESMATAMENTO_CR;923.0
2016/2017;8.0;0.13;RO;DESMATAMENTO_VEG;1.0
2016/2017;8.0;2522.92;RR;CICATRIZ_DE_QUEIMADA;549.0
2016/2017;8.0;133.96;RR;DEGRADACAO;41.0
2016/2017;8.0;12.5;RR;DESMATAMENTO_CR;41.0
2016/2017;8.0;0.78;RR;DESMATAMENTO_VEG;3.0
2016/2017;8.0;214.86;TO;CICATRIZ_DE_QUEIMADA;63.0
2016/2017;8.0;2.72;TO;DEGRADACAO;9.0
2016/2017;8.0;6.91;TO;DESMATAMENTO_CR;10.0
2016/2017;9.0;83.76;AC;CICATRIZ_DE_QUEIMADA;122.0
2016/2017;9.0;15.61;AC;CS_DESORDENADO;7.0
2016/2017;9.0;24.67;AC;DEGRADACAO;39.0
2016/2017;9.0;47.44;AC;DESMATAMENTO_CR;376.0
